InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
545072,22930,BAKING MOULD HEART MILK CHOCOLATE,18,2011-02-28 08:43:00,2.55,12781.0,Czech Republic
545072,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,48,2011-02-28 08:43:00,0.65,12781.0,Czech Republic
545072,22216,T-LIGHT HOLDER WHITE LACE,24,2011-02-28 08:43:00,0.85,12781.0,Czech Republic
545072,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2011-02-28 08:43:00,1.25,12781.0,Czech Republic
545072,22231,JIGSAW TREE WITH BIRDHOUSE,36,2011-02-28 08:43:00,1.45,12781.0,Czech Republic
545072,22250,DECORATION  BUTTERFLY  MAGIC GARDEN,32,2011-02-28 08:43:00,0.85,12781.0,Czech Republic
545072,84459A,PINK METAL CHICKEN HEART ,24,2011-02-28 08:43:00,1.49,12781.0,Czech Republic
545072,20972,PINK CREAM FELT CRAFT TRINKET BOX ,24,2011-02-28 08:43:00,1.25,12781.0,Czech Republic
545072,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,24,2011-02-28 08:43:00,2.95,12781.0,Czech Republic
545072,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,12,2011-02-28 08:43:00,4.25,12781.0,Czech Republic
545072,22587,FELTCRAFT HAIRBAND RED AND BLUE,24,2011-02-28 08:43:00,0.85,12781.0,Czech Republic
545072,47594B,SCOTTIES DESIGN WASHBAG,24,2011-02-28 08:43:00,1.95,12781.0,Czech Republic
545072,85206A,CREAM FELT EASTER EGG BASKET,24,2011-02-28 08:43:00,1.65,12781.0,Czech Republic
545072,22244,3 HOOK HANGER MAGIC GARDEN,12,2011-02-28 08:43:00,1.95,12781.0,Czech Republic
545072,22505,MEMO BOARD COTTAGE DESIGN,8,2011-02-28 08:43:00,4.95,12781.0,Czech Republic
545073,85152,HAND OVER THE CHOCOLATE   SIGN ,12,2011-02-28 09:26:00,2.1,14036.0,United Kingdom
545073,21175,GIN + TONIC DIET METAL SIGN,6,2011-02-28 09:26:00,2.55,14036.0,United Kingdom
545073,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,2011-02-28 09:26:00,2.95,14036.0,United Kingdom
545073,21181,PLEASE ONE PERSON METAL SIGN,12,2011-02-28 09:26:00,2.1,14036.0,United Kingdom
545073,21165,BEWARE OF THE CAT METAL SIGN ,12,2011-02-28 09:26:00,1.69,14036.0,United Kingdom
545073,21179,NO JUNK MAIL METAL SIGN,12,2011-02-28 09:26:00,1.25,14036.0,United Kingdom
545073,21907,I'M ON HOLIDAY METAL SIGN,12,2011-02-28 09:26:00,2.1,14036.0,United Kingdom
